date,rainfall_mm
2015-08-01,1.29
2015-09-01,3.7
2015-10-01,10.45
2015-11-01,4.41
2015-12-01,1.68
2016-01-01,0.11
2016-02-01,0.03
2016-03-01,1.83
2016-04-01,3.27
2016-05-01,8.33
2016-06-01,6.23
2016-07-01,5.13
2016-08-01,4.71
2016-09-01,6.91
2016-10-01,5.74
2016-11-01,0.31
2016-12-01,0.11
2017-01-01,0.04
2017-02-01,1.22
2017-03-01,1.26
2017-04-01,4.41
2017-05-01,10.53
2017-06-01,7.31
2017-07-01,8.42
2017-08-01,4.46
2017-09-01,6.36
2017-10-01,10.32
2017-11-01,1.85
2017-12-01,0.18
2018-01-01,0.01
2018-02-01,0.48
2018-03-01,1.26
2018-04-01,3.91
2018-05-01,9.82
2018-06-01,6.27
2018-07-01,2.52
2018-08-01,2.64
2018-09-01,4.7
2018-10-01,4.38
2018-11-01,2.1
2018-12-01,0.53
2019-01-01,0.01
2019-02-01,0.61
2019-03-01,1.25
2019-04-01,4.48
2019-05-01,5.26
2019-06-01,5.69
2019-07-01,3.35
2019-08-01,8.07
2019-09-01,4.63
2019-10-01,14.0
2019-11-01,3.25
2019-12-01,2.46
2020-01-01,1.04
2020-02-01,0.37
2020-03-01,1.34
2020-04-01,6.51
2020-05-01,9.73
2020-06-01,5.44
2020-07-01,9.2
2020-08-01,5.34
2020-09-01,7.19
2020-10-01,6.11
2020-11-01,3.52
2020-12-01,4.25
2021-01-01,3.0
2021-02-01,0.02
2021-03-01,0.58
2021-04-01,2.88
2021-05-01,7.02
2021-06-01,4.39
2021-07-01,7.38
2021-08-01,5.48
2021-09-01,6.54
2021-10-01,4.34
2021-11-01,4.01
2021-12-01,2.05
2022-01-01,0.64
2022-02-01,0.11
2022-03-01,0.86
2022-04-01,4.73
2022-05-01,8.08
2022-06-01,5.51
2022-07-01,4.08
2022-08-01,5.31
2022-09-01,6.22
2022-10-01,5.88
2022-11-01,1.82
2022-12-01,1.39
2023-01-01,0.29
2023-02-01,0.07
2023-03-01,0.88
2023-04-01,4.38
2023-05-01,5.37
2023-06-01,7.1
2023-07-01,4.11
2023-08-01,2.86
2023-09-01,5.88
2023-10-01,8.91
2023-11-01,6.65
2023-12-01,0.12
2024-01-01,0.27
2024-02-01,1.64
2024-03-01,0.21
2024-04-01,3.96
2024-05-01,3.11
2024-06-01,6.74
2024-07-01,5.16
2024-08-01,4.98
2024-09-01,5.53
2024-10-01,5.96
2024-11-01,3.55
2024-12-01,1.39
