date,rainfall_mm
2020-08-01,12.14
2020-09-01,7.21
2020-10-01,1.04
2020-11-01,0.11
2020-12-01,0.02
2021-01-01,0.45
2021-02-01,0.62
2021-03-01,0.27
2021-04-01,1.5
2021-05-01,4.09
2021-06-01,1.43
2021-07-01,17.26
2021-08-01,11.52
2021-09-01,5.43
2021-10-01,1.01
2021-11-01,0.46
2021-12-01,1.87
2022-01-01,1.75
2022-02-01,0.33
2022-03-01,0.93
2022-04-01,1.42
2022-05-01,0.48
2022-06-01,5.92
2022-07-01,14.67
2022-08-01,10.19
2022-09-01,3.2
2022-10-01,1.12
2022-11-01,0.07
2022-12-01,0.37
2023-01-01,0.26
2023-02-01,0.08
2023-03-01,1.1
2023-04-01,4.19
2023-05-01,2.91
2023-06-01,4.66
2023-07-01,11.02
2023-08-01,9.15
2023-09-01,3.28
2023-10-01,2.15
2023-11-01,0.99
2023-12-01,0.02
2024-01-01,0.21
2024-02-01,0.52
2024-03-01,0.79
2024-04-01,0.81
2024-05-01,0.66
2024-06-01,7.21
2024-07-01,13.97
2024-08-01,10.7
2024-09-01,4.58
2024-10-01,1.66
2024-11-01,0.2
2024-12-01,0.0
