date,rainfall_mm
2022-10-01,4.36
2022-11-01,0.87
2022-12-01,1.08
2023-01-01,0.11
2023-02-01,0.37
2023-03-01,9.0
2023-04-01,11.05
2023-05-01,7.2
2023-06-01,4.94
2023-07-01,3.44
2023-08-01,3.64
2023-09-01,4.52
2023-10-01,10.29
2023-11-01,15.96
2023-12-01,0.94
2024-01-01,0.87
2024-02-01,5.11
2024-03-01,3.87
2024-04-01,22.68
2024-05-01,6.14
2024-06-01,3.78
2024-07-01,6.08
2024-08-01,4.26
2024-09-01,3.5
2024-10-01,7.9
2024-11-01,2.89
2024-12-01,0.29
